2022-10-19 00:29:24,700 INFO    StreamThr :49370 [internal.py:wandb_internal():88] W&B internal server running at pid: 49370, started at: 2022-10-19 00:29:24.699056
2022-10-19 00:29:24,702 DEBUG   HandlerThread:49370 [handler.py:handle_request():138] handle_request: status
2022-10-19 00:29:24,703 DEBUG   SenderThread:49370 [sender.py:send_request():315] send_request: status
2022-10-19 00:29:24,704 DEBUG   SenderThread:49370 [sender.py:send():301] send: header
2022-10-19 00:29:24,705 INFO    WriterThread:49370 [datastore.py:open_for_write():75] open: /Users/alyssahuang/Documents/GitHub/CS197/CS197 Pset4/wandb/run-20221019_002923-8hg3d89r/run-8hg3d89r.wandb
2022-10-19 00:29:24,705 DEBUG   SenderThread:49370 [sender.py:send():301] send: run
2022-10-19 00:29:25,525 INFO    SenderThread:49370 [dir_watcher.py:__init__():216] watching files in: /Users/alyssahuang/Documents/GitHub/CS197/CS197 Pset4/wandb/run-20221019_002923-8hg3d89r/files
2022-10-19 00:29:25,526 INFO    SenderThread:49370 [sender.py:_start_run_threads():912] run started: 8hg3d89r with start time 1666153763.717934
2022-10-19 00:29:25,526 DEBUG   SenderThread:49370 [sender.py:send():301] send: summary
2022-10-19 00:29:25,527 INFO    SenderThread:49370 [sender.py:_save_file():1155] saving file wandb-summary.json with policy end
2022-10-19 00:29:25,531 DEBUG   HandlerThread:49370 [handler.py:handle_request():138] handle_request: check_version
2022-10-19 00:29:25,531 DEBUG   SenderThread:49370 [sender.py:send_request():315] send_request: check_version
2022-10-19 00:29:26,042 DEBUG   HandlerThread:49370 [handler.py:handle_request():138] handle_request: run_start
2022-10-19 00:29:26,044 DEBUG   HandlerThread:49370 [meta.py:__init__():34] meta init
2022-10-19 00:29:26,044 DEBUG   HandlerThread:49370 [meta.py:__init__():49] meta init done
2022-10-19 00:29:26,045 DEBUG   HandlerThread:49370 [meta.py:probe():215] probe
2022-10-19 00:29:26,046 DEBUG   HandlerThread:49370 [git.py:repo():40] git repository is invalid
2022-10-19 00:29:26,046 DEBUG   HandlerThread:49370 [meta.py:_save_pip():53] save pip
2022-10-19 00:29:26,046 DEBUG   HandlerThread:49370 [meta.py:_save_pip():67] save pip done
2022-10-19 00:29:26,047 DEBUG   HandlerThread:49370 [meta.py:_save_conda():74] save conda
2022-10-19 00:29:26,532 INFO    Thread-1021:49370 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/alyssahuang/Documents/GitHub/CS197/CS197 Pset4/wandb/run-20221019_002923-8hg3d89r/files/conda-environment.yaml
2022-10-19 00:29:26,534 INFO    Thread-1021:49370 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/alyssahuang/Documents/GitHub/CS197/CS197 Pset4/wandb/run-20221019_002923-8hg3d89r/files/wandb-summary.json
2022-10-19 00:29:26,534 INFO    Thread-1021:49370 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/alyssahuang/Documents/GitHub/CS197/CS197 Pset4/wandb/run-20221019_002923-8hg3d89r/files/requirements.txt
2022-10-19 00:29:28,052 DEBUG   HandlerThread:49370 [meta.py:_save_conda():84] save conda done
2022-10-19 00:29:28,052 DEBUG   HandlerThread:49370 [meta.py:probe():253] probe done
2022-10-19 00:29:28,054 DEBUG   SenderThread:49370 [sender.py:send():301] send: files
2022-10-19 00:29:28,054 INFO    SenderThread:49370 [sender.py:_save_file():1155] saving file wandb-metadata.json with policy now
2022-10-19 00:29:28,064 DEBUG   HandlerThread:49370 [handler.py:handle_request():138] handle_request: stop_status
2022-10-19 00:29:28,064 DEBUG   SenderThread:49370 [sender.py:send_request():315] send_request: stop_status
2022-10-19 00:29:28,166 DEBUG   SenderThread:49370 [sender.py:send():301] send: telemetry
2022-10-19 00:29:28,535 INFO    Thread-1021:49370 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/alyssahuang/Documents/GitHub/CS197/CS197 Pset4/wandb/run-20221019_002923-8hg3d89r/files/conda-environment.yaml
2022-10-19 00:29:28,535 INFO    Thread-1021:49370 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/alyssahuang/Documents/GitHub/CS197/CS197 Pset4/wandb/run-20221019_002923-8hg3d89r/files/wandb-metadata.json
2022-10-19 00:29:28,539 INFO    Thread-1025:49370 [upload_job.py:push():139] Uploaded file /var/folders/tn/xttpwgsn6fv1t_79swz66tp00000gn/T/tmpd809_lplwandb/1v0irqf0-wandb-metadata.json
